ID,Advisor,Problem,Ranking,InstitutionID
40318,Zhao Jianzhe,A,Successful Participant,7877
40319,JingHua Chang,A,Successful Participant,236
40320,Linlin Shao,A,Successful Participant,137
40321,Li Dayu,B,Honorable Mention,8081
40322,Li Dayu,A,Successful Participant,8081
40323,Guolin Sun,A,Successful Participant,31
40324,Jinsong Li,B,Honorable Mention,280
40325,Jun Ye,A,Successful Participant,1424
40326,Wei Meng,A,Successful Participant,8044
40327,Huaping Xu,B,Successful Participant,31
40328,Jun Xing,A,Successful Participant,6714
40329,Heng Liang,A,Successful Participant,1424
40330,Qiang GUO,D,Successful Participant,7992
40331,Zhiqiang Chang,A,Successful Participant,8091
40332,Bo Yang,B,Successful Participant,93
40334,Qi Wang,A,Honorable Mention,5674
40335,Liuyi Zhong,A,Honorable Mention,87
40336,Qi Wang,A,Meritorious,5674
40337,Zhenglu Jiang,A,Honorable Mention,94
40338,Xiaowei Chen,A,Honorable Mention,7
40339,Qiru Wang,A,Successful Participant,94
40340,Zhan Xiang,A,Successful Participant,8099
40341,Zhan Xiang,A,Successful Participant,8099
40342,Xiaojun Lu,B,Honorable Mention,8101
40343,Xiaojun Lu,A,Successful Participant,8101
40344,Li Bo,B,Successful Participant,8103
40345,Junxiang Li,A,Successful Participant,8104
40346,Chun-Feng Wang,D,Honorable Mention,1602
40348,Liuyi Zhong,A,Honorable Mention,87
40349,Xiangde Zhang,B,Honorable Mention,8107
40350,Xiangde Zhang,A,Successful Participant,8107
40351,Xiaodong Zhang,A,Meritorious,1456
40352,Xiangde Zhang,A,Successful Participant,8107
40353,Yanling Su,A,Honorable Mention,125
40354,Baodong Liu,D,Meritorious,8112
40355,Hegui Zhu,A,Honorable Mention,8113
40356,Hegui Zhu,A,Meritorious,8113
40357,Fei Han,C,Meritorious,4516
40358,Hegui Zhu,B,Honorable Mention,8113
40359,Chun-Feng Wang,D,Honorable Mention,1602
40360,Lihua Zhao,B,Successful Participant,5371
40361,Shanshan Li,A,Successful Participant,8119
40362,Chun-Feng Wang,A,Successful Participant,1602
40363,Yuhu Sun,D,Honorable Mention,8121
40364,Chun-Feng Wang,B,Successful Participant,1602
40365,Xianfeng Wang,A,Successful Participant,7
40366,Wei Zhang,A,Honorable Mention,8124
40367,Zhi Li,D,Meritorious,8125
40368,Shanshan Li,A,Successful Participant,8119
40369,Yuan Li,A,Honorable Mention,8121
40370,Rongrong Song,A,Successful Participant,8119
40371,tan zhong,A,Successful Participant,8129
40372,Yanhui Guan,A,Successful Participant,94
40373,Shanshan Li,A,Successful Participant,8119
40374,Rongrong Song,B,Honorable Mention,8119
40375,Jufeng Wang,A,Successful Participant,7660
40376,yongfei jin,D,Honorable Mention,134
40378,Shanshan Li,A,Successful Participant,8119
40379,Zhandong Xu,D,Successful Participant,338
40380,Rongrong Song,A,Successful Participant,8119
40381,Huixing ZHANG,A,Successful Participant,7706
40382,Jufeng Wang,A,Successful Participant,7660
40383,Bo Li,A,Successful Participant,1402
40384,Qi Yongqiang,D,Meritorious,7706
40385,Junmin Zhang,A,Successful Participant,409
40386,Gaoping Li,D,Honorable Mention,8119
40387,Zhixia Ma,A,Honorable Mention,8119
40388,Yao Xiangjuan,D,Successful Participant,7706
40389,Yan Chen,A,Successful Participant,8146
40390,Gaoping Li,A,Successful Participant,8119
40391,Zhixia Ma,A,Successful Participant,8119
40392,Tian Shoufu,A,Successful Participant,7706
40393,Zhixia Ma,A,Honorable Mention,8119
40394,Gaoping Li,B,Successful Participant,8119
40395,Jiang Yingzi,A,Meritorious,8152
40396,Jun Yang,A,Successful Participant,8119
40397,Gaohui Peng,B,Successful Participant,8154
40398,Jiang Yingzi,B,Honorable Mention,8152
40399,Zhuangchu Luo,B,Successful Participant,87
40400,Enshui Chen,A,Honorable Mention,388
40401,Xiaoyan Sun,A,Successful Participant,8158
40402,Jun Yang,A,Successful Participant,8119
40403,Li Subei,A,Successful Participant,8152
40404,Yuanzhang Zhang,A,Successful Participant,8154
40405,Jun Yang,B,Honorable Mention,8119
40406,Zixuan Zhang,B,Honorable Mention,5799
40407,Xiaoyuan Wang,C,Successful Participant,4323
40408,Qiang Hua,A,Successful Participant,8165
40409,Lihui Tu,B,Successful Participant,7660
40410,Jun Yang,B,Successful Participant,8119
40411,Lihui Tu,A,Successful Participant,7660
40412,Jun Yang,A,Successful Participant,8119
40413,Lihui Tu,B,Successful Participant,7660
40414,Xiaoyuan Wang,A,Successful Participant,4323
40415,Jun Yang,A,Successful Participant,8119
40416,Wang Dongdong,A,Successful Participant,8152
40417,Qiang Hua,A,Honorable Mention,8165
40418,Zuguo He,D,Honorable Mention,4
40419,shengshan cao,D,Honorable Mention,8176
40420,Yanling Li,A,Successful Participant,8154
40421,Yong Wu,C,Honorable Mention,7660
40422,Yong Wu,B,Successful Participant,7660
40423,Kaibin Lei,A,Successful Participant,8119
40424,Qiang Hua,A,Successful Participant,8165
40425,Yong Wu,B,Successful Participant,7660
40426,Xingchun Liu,A,Honorable Mention,31
40427,Jie Zhou,A,Honorable Mention,1
40428,Yong Wu,B,Successful Participant,7660
40429,Hongliang Liu,A,Meritorious,3723
40430,Tiande Zhang,A,Honorable Mention,1438
40431,Yuan Jia,A,Successful Participant,31
40432,Hongliang Liu,A,Honorable Mention,3723
40433,Cuilian You,A,Successful Participant,4813
40434,Hao Shang,A,Honorable Mention,8191
40435,Hongliang Liu,A,Meritorious,3723
40436,Gong Dunwei,B,Successful Participant,7706
40437,Dang Luo,B,Honorable Mention,8154
40438,Hongliang Liu,B,Meritorious,3723
40439,Yaru Qi,A,Successful Participant,8196
40440,Cuilian You,A,Successful Participant,4813
40441,Min Pan,A,Successful Participant,8198
40442,Hongliang Liu,B,Honorable Mention,3723
40443,Wei-Shi Zheng,A,Successful Participant,3
40444,Cuilian You,A,Successful Participant,4813
40445,Hongliang Liu,A,Successful Participant,3723
40446,Hongliang Liu,A,Meritorious,3723
40447,Hongliang Liu,A,Honorable Mention,3723
40448,Hongliang Liu,A,Honorable Mention,3723
40449,Hongliang Liu,B,Successful Participant,3723
40450,Hongliang Liu,B,Honorable Mention,3723
40451,Guangming Zhou,A,Successful Participant,3723
40452,Chuan Ding,A,Honorable Mention,25
40454,Z.C. Luo,B,Successful Participant,87
40455,Guangming Zhou,A,Meritorious,3723
40456,Mei Dong,A,Honorable Mention,47
40457,Yuan Haojie,C,Honorable Mention,8213
40458,Guochun Zhang,A,Successful Participant,4813
40459,Zongyu Zuo,D,Honorable Mention,31
40460,Hongjun Wu,A,Successful Participant,8154
40461,Fumei Rong,B,Successful Participant,8191
40462,Liu Yang,A,Honorable Mention,3723
40463,Zhuangchu Luo,A,Successful Participant,87
40464,Liu Yang,A,Honorable Mention,3723
40465,GuoGuang Yan,A,Successful Participant,236
40466,Hao Wang,A,Successful Participant,1
40467,Liu Yang,B,Honorable Mention,3723
40468,GUOQIANG LI,C,Meritorious,263
40469,Liu Yang,B,Honorable Mention,3723
40470,Songlin Xu,B,Successful Participant,8191
40471,Dai Mingqiang,A,Successful Participant,8213
40472,Zhiwu Wen,B,Honorable Mention,3723
40473,Zhiwu Wen,A,Meritorious,3723
40474,Zhiwu Wen,B,Successful Participant,3723
40475,Dongwei Shi,A,Successful Participant,8231
40476,Jiang Shujuan,D,Meritorious,7706
40477,Zhiwu Wen,B,Honorable Mention,3723
40478,Desheng Tian,A,Successful Participant,8191
40479,Chengfu Li,A,Successful Participant,3723
40480,Jiajun Zhang,D,Honorable Mention,94
40481,Chengfu Li,A,Successful Participant,3723
40482,Chengfu Li,B,Successful Participant,3723
40483,Chengfu Li,A,Honorable Mention,3723
40484,Chengfu Li,A,Successful Participant,3723
40485,Dongwei Shi,A,Honorable Mention,8231
40486,Fagui Liu,A,Successful Participant,8154
40487,Chengfu Li,A,Successful Participant,3723
40488,Chengfu Li,A,Honorable Mention,3723
40489,YongSong Zhu,A,Honorable Mention,8191
40490,Huang Dengbin,A,Honorable Mention,8213
40491,Chengfu Li,A,Honorable Mention,3723
40492,Chengfu Li,A,Honorable Mention,3723
40493,Zhang Honglei,A,Honorable Mention,8152
40494,Chengfu Li,A,Honorable Mention,3723
40495,Chengfu Li,A,Honorable Mention,3723
40496,Heng Liang,A,Honorable Mention,1424
40497,Hongwei Jiao,B,Successful Participant,8231
40498,GuoHone Zhang,A,Successful Participant,8254
40499,Ai Xiaochuan,A,Honorable Mention,8213
40500,Gaohui Peng,A,Meritorious,8154
40501,Yingdan Wu,A,Honorable Mention,8191
40502,Yuanzhang Zhang,A,Honorable Mention,8154
40503,Weibing Zuo,B,Successful Participant,8154
40504,Dandan Chen,B,Successful Participant,8260
40505,Youxi Luo,A,Honorable Mention,8191
40506,Jin Yuhong,A,Meritorious,8213
40507,Yanling Li,A,Successful Participant,8154
40508,Zuoqing Chen,A,Honorable Mention,96
40509,Junqing Chen,D,Meritorious,1424
40510,XiaoQing Jiang,A,Meritorious,232
40511,Xu Zhongchang,A,Meritorious,8213
40512,Cijun Fang,A,Successful Participant,8191
40513,Xingming Shu,A,Honorable Mention,280
40514,Yan Chen,A,Successful Participant,8146
40515,Zhihong Luo,A,Successful Participant,94
40516,Hongrui Zhang,A,Honorable Mention,8154
40517,Songlin Xu,B,Successful Participant,8191
40518,Wang Shengbing,A,Meritorious,8213
40519,Hongwei Yue,A,Successful Participant,8154
40520,Nanjing Huang,A,Successful Participant,8276
40521,Linlin Shao,A,Successful Participant,137
40522,Fukang Zhu,A,Successful Participant,1725
40523,Li Wei,C,Successful Participant,8213
40524,Yaling Yin,A,Successful Participant,4027
40525,Lin Zhao,A,Successful Participant,47
40526,Liu Yongkai,A,Successful Participant,8213
40527,Yue Zhao,B,Successful Participant,1855
40528,Yan Chen,A,Successful Participant,8146
40529,Wang Wei,A,Honorable Mention,8213
40530,Qingbang Zhang,A,Successful Participant,25
40531,Zhai Yali,B,Meritorious,8213
40532,Liuyi Zhong,B,Successful Participant,87
40533,Jie Luo,A,Successful Participant,31
40534,Yu Mei,A,Successful Participant,7
40535,Liu Haitao,A,Successful Participant,8213
40536,Hongbo Du,A,Successful Participant,8292
40537,Hongbo Du,A,Successful Participant,8292
40538,Guochun Zhang,A,Successful Participant,4813
40539,Shang Yueyun,B,Honorable Mention,8295
40540,Honggang Zeng,C,Successful Participant,2338
40541,Bo Wang,A,Honorable Mention,8146
40542,Chengdong Dong,B,Honorable Mention,6
40543,Xiaopeng Liu,A,Successful Participant,4813
40544,HuiLei Han,B,Successful Participant,7077
40545,Xiaopeng Liu,A,Honorable Mention,4813
40546,Bo Wang,A,Honorable Mention,8146
40547,Weiling Yang,D,Honorable Mention,394
40548,Yue Zhao,A,Successful Participant,1855
40549,Han Yang,D,Successful Participant,12
40550,Bo Wang,A,Successful Participant,8146
40551,Lihui He,A,Successful Participant,4813
40552,Bo Li,A,Successful Participant,1402
40553,Lihui He,A,Successful Participant,4813
40554,Guangdong Huang,A,Successful Participant,7240
40555,Shuyou Zhang,A,Honorable Mention,232
40556,Yibing Wang,B,Meritorious,8312
40557,Baodong LIU,D,Honorable Mention,1438
40558,Yibing Wang,B,Successful Participant,8312
40559,Chunru Dong,B,Honorable Mention,4813
40560,XUEWEI CAO,B,Meritorious,8316
40561,Shaobo Qu,A,Successful Participant,8146
40562,lingling Wang,B,Successful Participant,31
40563,Shaobo Qu,A,Successful Participant,8146
40564,Xiaotao Wu,A,Successful Participant,8320
40565,Xiaogang Duan,D,Successful Participant,182
40566,Gang Lv,B,Successful Participant,8146
40567,Baodong LIU,D,Honorable Mention,1438
40568,Guanqiong Yang,D,Meritorious,182
40569,Hongtao Zhang,A,Successful Participant,8146
40570,Jian Ming,C,Successful Participant,1626
40571,Keqi Chen,D,Successful Participant,621
40572,Hengjie Chen,B,Honorable Mention,8328
40573,Yongjiang Xue,A,Successful Participant,2262
40574,Haiyan Sun,A,Successful Participant,31
40575,Yongjiang Xue,B,Successful Participant,2262
40577,Yulan Wang,A,Successful Participant,2721
40578,zhou fang,A,Meritorious,2338
40579,Xiaoming Fan,C,Successful Participant,621
40580,Aijiao Deng,A,Successful Participant,87
40581,Chuan Ding,A,Honorable Mention,8336
40582,Jun Ye,D,Honorable Mention,1424
40583,Xinjiang Gu,A,Successful Participant,1931
40584,Liangfu Lv,B,Honorable Mention,2256
40585,Baodong LIU,D,Meritorious,1438
40586,Jing Guan,A,Successful Participant,378
40587,Hengjie Chen,A,Honorable Mention,8328
40588,Baodong LIU,A,Honorable Mention,1438
40589,Hengjie Chen,B,Successful Participant,8328
40590,Baodong Liu,A,Honorable Mention,1438
40591,haichao chen,A,Successful Participant,1637
40592,Baodong LIU,B,Honorable Mention,1438
40593,Cao Yang,A,Honorable Mention,1725
40594,haoxiang Zhang,A,Successful Participant,8349
40595,Zhang li zhuo,A,Honorable Mention,125
40596,Yuzhong Liu,B,Successful Participant,531
40598,Shuai Li,A,Successful Participant,31
40599,Yi Zhang,D,Honorable Mention,197
40600,Xiang Gao,A,Successful Participant,1599
40601,Fan Hong Fei,A,Successful Participant,8355
40602,Binghui Guo,B,Honorable Mention,31
40603,Jinwu Gao,A,Successful Participant,123
40604,Xiaoming Xiong,A,Honorable Mention,1184
40605,Quandong Feng,A,Successful Participant,814
40606,Weihua Huang,A,Honorable Mention,210
40607,Sanxing Wu,B,Successful Participant,31
40608,Buyang Li,B,Successful Participant,210
40609,ZHONGHUI OU,A,Successful Participant,8363
40610,Mu Lin,A,Honorable Mention,621
40611,Xiaoming Pen,D,Meritorious,3043
40612,Zhenbo Wang,B,Outstanding Winner,1424
40613,ZHONGHUI OU,B,Honorable Mention,8363
40614,Yang Ming,A,Honorable Mention,6770
40615,Yuanming Hu,A,Honorable Mention,87
40616,ZHONGHUI OU,A,Successful Participant,8363
40617,zhang jianping,A,Successful Participant,8371
40618,Chang Liu,A,Successful Participant,1
40619,Tao Feng,A,Successful Participant,232
40620,Junna Bi,A,Honorable Mention,249
40621,Bo Li,A,Honorable Mention,1402
40622,anran wang,A,Honorable Mention,87
40623,Hou Qiang,A,Successful Participant,6770
40624,Qingquan Wang,B,Successful Participant,338
40625,Zhang Feng,B,Successful Participant,6770
40627,Xue Zhen,A,Successful Participant,6770
40628,Zhao Hui,B,Successful Participant,249
40629,Xinze Lian,A,Honorable Mention,8382
40630,Lei Yingjie,A,Honorable Mention,6770
40631,XiaoMing Fan,A,Honorable Mention,8384
40632,Minqing Xiao,A,Honorable Mention,8363
40633,Minqing Xiao,C,Successful Participant,8363
40634,Han Luo,D,Successful Participant,8387
40635,Yue Zhou,B,Successful Participant,1253
40636,Minqing Xiao,A,Successful Participant,8363
40637,Pak-Wing Fok,A,Successful Participant,8390
40638,Qinghua Chen,B,Successful Participant,8363
40639,Qinghua Chen,A,Successful Participant,8363
40640,Yong Luo,A,Honorable Mention,8382
40641,Qinghua Chen,A,Successful Participant,8363
40642,Tao Wang,B,Successful Participant,8395
40643,Qinghua Chen,A,Successful Participant,8363
40644,Xiuyun Zheng,B,Successful Participant,409
40645,Ancha Xu,A,Honorable Mention,8382
40646,Xiaoguang Lu,D,Successful Participant,3043
40647,Jia Tang,D,Successful Participant,8363
40648,Jinsong Fan,B,Successful Participant,8382
40649,Jia Tang,B,Successful Participant,8363
40650,Jia Tang,D,Honorable Mention,8363
40651,Xiaoqin Zhang,B,Honorable Mention,8382
40652,Daquan Jiang,A,Successful Participant,137
40653,Jia Tang,B,Successful Participant,8363
40654,ChangQing Lv,B,Successful Participant,7177
40655,Wei Feng,B,Successful Participant,31
40656,Shuqian Zhu,A,Unsuccessful,1438
40657,Yinfeng Li,D,Successful Participant,6551
40658,Hu Zhang,D,Successful Participant,236
40659,Changfeng Ma,B,Successful Participant,8363
40660,William T Ross,B,Successful Participant,8413
40661,Joseph Eichholz,A,Honorable Mention,8414
40662,Changfeng Ma,A,Successful Participant,8363
40663,Changfeng Ma,A,Successful Participant,8363
40664,Changfeng Ma,D,Honorable Mention,8363
40665,Hongmei Zhao,A,Meritorious,8418
40666,Shuni Song,A,Meritorious,8419
40668,Haiyan Sun,A,Honorable Mention,31
40669,Shuni Song,A,Honorable Mention,8419
40670,Jian Ma,B,Successful Participant,31
40671,yan xiao ming,C,Successful Participant,3980
40672,Xiaodong Yang,A,Successful Participant,1438
40673,Shuni Song,A,Meritorious,8419
40674,Lianping Yang,A,Meritorious,8101
40675,Lianping Yang,B,Honorable Mention,8101
40676,Guotian Yang,B,Honorable Mention,279
40677,Lianping Yang,A,Honorable Mention,8101
40678,Hong Liu,D,Successful Participant,8430
40679,Yanrui Sun,A,Honorable Mention,8431
40680,Yanrui Sun,A,Successful Participant,8431
40681,Lin Li,A,Successful Participant,7
40682,Yang Gao,A,Successful Participant,3043
40683,Jingzhi Li,A,Successful Participant,646
40684,Yang Guo,B,Honorable Mention,8101
40685,Yorck I SommerhÃ¤user,B,Meritorious,8437
40686,Yang Guo,A,Honorable Mention,8101
40687,Hubert Noussi Kamdem,A,Successful Participant,8439
40688,Yang Guo,B,Honorable Mention,8101
40689,Weihua Huang,A,Successful Participant,210
40690,Yun Yang,A,Successful Participant,8419
40691,Yun Yang,A,Honorable Mention,8419
40692,Xinhui Shao,B,Honorable Mention,8444
40693,Xinhui Shao,A,Successful Participant,8444
40694,Yanxiang Zhang,B,Honorable Mention,47
40695,Ying Sheng,A,Successful Participant,8101
40696,Lisa J Holden,A,Successful Participant,8448
40697,Ying Sheng,A,Successful Participant,8101
40698,Lisa J Holden,A,Unsuccessful,8448
40699,Cuiping Xue,A,Honorable Mention,8101
40700,Cuiping Xue,A,Honorable Mention,8101
40701,Cuiping Xue,A,Successful Participant,8101
40702,Yang Hai Huang,D,Successful Participant,182
40703,Lisa J Holden,A,Successful Participant,8448
40704,Liuling Li,A,Honorable Mention,7
40705,Yanhua Yu,A,Honorable Mention,8101
40706,Lisa J Holden,A,Successful Participant,8448
40707,Yanhua Yu,A,Honorable Mention,8101
40708,Nan Feng,B,Honorable Mention,8101
40709,Nan Feng,B,Honorable Mention,8101
40710,Nan Feng,B,Successful Participant,8101
40711,Jingyi Liu,A,Successful Participant,5665
40712,Jingyi Liu,A,Successful Participant,5665
40713,Du Jian,A,Successful Participant,8465
40714,Jingyi Liu,B,Successful Participant,5665
40715,Jian Li,B,Successful Participant,5674
40716,Jian Li,B,Successful Participant,5674
40717,Gongshu Wang,A,Successful Participant,5665
40718,Gongshu Wang,A,Successful Participant,5665
40719,Daniel Toundykov,A,Successful Participant,8471
40720,Ding Zhai,B,Meritorious,8472
40721,Ding Zhai,A,Successful Participant,8472
40722,Ming Li,A,Honorable Mention,7
40723,Jin Qian,B,Successful Participant,8101
40724,Du Jian,A,Unsuccessful,8465
40725,Han Luo,A,Successful Participant,8387
40726,Ling Zhao,D,Honorable Mention,3043
40727,Han Luo,A,Successful Participant,8387
40728,Dan Schult,B,Honorable Mention,8480
40729,Alan R Wolf,D,Successful Participant,8481
40730,Dan Schult,A,Meritorious,8480
40731,Alan R Wolf,B,Honorable Mention,8481
40732,Benjamin Galluzzo,D,Honorable Mention,8484
40733,Benjamin Galluzzo,A,Successful Participant,8484
40734,Susan E Martonosi,B,Successful Participant,8486
40735,Benjamin Galluzzo,B,Successful Participant,8484
40736,Susan E Martonosi,A,Honorable Mention,8486
40737,Susan E Martonosi,C,Finalist,8486
40739,Susan E Martonosi,A,Successful Participant,8486
40740,Susan E Martonosi,D,Meritorious,8486
40741,Susan E Martonosi,C,Meritorious,8486
40742,Susan E Martonosi,A,Meritorious,8486
40743,Michael Z. Spivey,A,Honorable Mention,8494
40744,Michael Z. Spivey,A,Successful Participant,8494
40745,Michael Z. Spivey,A,Successful Participant,8494
40746,Murphy Waggoner,A,Successful Participant,8497
40747,Laura M Smith,B,Successful Participant,8498
40748,Caira B Bongers,B,Successful Participant,8499
40749,xiaomin wang,A,Successful Participant,263
40750,Wai Lau,A,Meritorious,8501
40751,John W Estes,A,Successful Participant,7593
40752,Kyle Riley,A,Successful Participant,8503
40753,Ryan N Goh,A,Honorable Mention,8504
40754,Anna R Haensch,A,Successful Participant,8505
40755,Anna R Haensch,A,Successful Participant,8505
40756,Anna R Haensch,B,Successful Participant,8505
40757,Jia Zhai,D,Honorable Mention,8508
40758,Benjamin Galluzzo,A,Successful Participant,8484
40759,Kathy Tomlinson,B,Successful Participant,8510
40760,Charles D Camp,B,Meritorious,8511
40761,Charles D Camp,A,Honorable Mention,8511
40762,Dorette A Pronk,A,Successful Participant,8513
40763,Sanjeeva Balasuriya,A,Meritorious,8514
40764,Sanjeeva Balasuriya,A,Outstanding Winner,8514
40765,Jin Qian,B,Successful Participant,8101
40766,Haoyue Fu,A,Honorable Mention,8517
40767,Wang Hongzeng,B,Successful Participant,8517
40768,Wang Hongzeng,A,Successful Participant,8517
40769,Yingxuan Chang,B,Successful Participant,8520
40770,Yuan Yuan,A,Successful Participant,8517
40771,Liu Fengqiu,A,Successful Participant,8522
40772,Yuan Yuan,A,Honorable Mention,8517
40773,Wai Lau,A,Successful Participant,8501
40774,Jinhua Qian,A,Successful Participant,8517
40775,Jinhua Qian,A,Successful Participant,8517
40776,Cao Luo,A,Successful Participant,8517
40777,Wai Lau,A,Honorable Mention,8501
40778,Hong Yin,A,Successful Participant,123
40779,Liu Fengqiu,D,Meritorious,8522
40780,Xiaoyong Liu,A,Successful Participant,5755
40781,Jie Luo,A,Honorable Mention,31
40782,Lu Xiao,B,Successful Participant,292
40783,Zeng-Shun Zhao,A,Successful Participant,8534
40784,Jing Qin,B,Meritorious,2189
40785,Hongjun Fan,A,Successful Participant,210
40786,Dongyan Chen,D,Successful Participant,8522
40787,Dongyan Chen,D,Successful Participant,8522
40788,Dongmei Li,A,Successful Participant,8522
40789,Dongmei Li,D,Meritorious,8522
40790,Wen Xiang,A,Successful Participant,2759
40791,Zeng-Shun Zhao,D,Honorable Mention,8534
40792,Liangzhu Mu,A,Successful Participant,137
40793,Guangdong Huang,A,Successful Participant,1621
40794,Tao Sun,B,Meritorious,8517
40795,Xianning Liu,B,Successful Participant,4631
40796,Tao Sun,B,Successful Participant,8517
40797,Song Guo,B,Successful Participant,8548
40798,Xianning Liu,C,Successful Participant,4631
40799,Xianning Liu,D,Honorable Mention,4631
40800,Li Bingjie,B,Successful Participant,8551
40801,Yi Yang,A,Successful Participant,8552
40802,Yi Yang,B,Honorable Mention,8552
40803,Li Bingjie,B,Successful Participant,8551
40804,Chun Li,D,Honorable Mention,4631
40805,Zhaohui Chen,A,Successful Participant,8556
40806,Chun Li,C,Successful Participant,4631
40807,Zhaohui Chen,A,Successful Participant,8556
40808,Liang Fangchi,A,Honorable Mention,8551
40809,Chun Li,D,Successful Participant,4631
40810,Zhaohui Chen,A,Successful Participant,8556
40811,Liang Fangchi,A,Honorable Mention,8551
40812,Liang Fangchi,B,Successful Participant,8551
40813,Yangrong Li,A,Honorable Mention,4631
40814,Baodong LIU,D,Successful Participant,489
40815,Yin Zhonghai,D,Honorable Mention,8551
40816,Chao Min,A,Honorable Mention,7548
40817,Yangrong Li,A,Successful Participant,4631
40818,Weihua Li,A,Honorable Mention,727
40819,Zhi George Lin,A,Successful Participant,232
40820,Chunqing Yao,B,Successful Participant,4631
40821,Zhao Xuejun,D,Honorable Mention,8551
40822,Zhao Xuejun,D,Successful Participant,8551
40823,Jia Li,A,Honorable Mention,4631
40824,Zhongliang Tang,A,Successful Participant,8575
40825,ShuXiang Huang,D,Honorable Mention,1438
40826,kaisha dong,A,Successful Participant,4033
40827,Guang Guo Yan,A,Successful Participant,236
40828,Gao Dahua,A,Successful Participant,8551
40829,Yan Long,A,Honorable Mention,8551
40830,Lianxin Wei,D,Honorable Mention,8581
40831,Yan Long,D,Honorable Mention,8551
40832,lei xu,A,Successful Participant,4033
40833,Zhongliang Tang,A,Successful Participant,8575
40834,Wang Yali,A,Successful Participant,8551
40835,Yanzhong Zhao,A,Successful Participant,1297
40836,Honggeng Yang,A,Successful Participant,1
40837,Xianzhou Guo,A,Successful Participant,1873
40838,Wang Yali,A,Successful Participant,8551
40839,Yan Li,A,Honorable Mention,4631
40840,Xianhua Song,B,Successful Participant,8522
40841,Bing Li,D,Honorable Mention,750
40842,Jiao Hongying,D,Meritorious,8551
40843,Xianhua Song,C,Honorable Mention,8522
40844,Jingkun Jiang,C,Successful Participant,1424
40845,Jiao Hongying,B,Successful Participant,8551
40846,Xiaocong Wang,D,Honorable Mention,8522
40847,Xiaocong Wang,D,Honorable Mention,8522
40848,Wang Fenglan,B,Honorable Mention,8551
40849,Xide Chen,B,Honorable Mention,4631
40850,Wang Fenglan,A,Successful Participant,8551
40851,Zhihui Wu,B,Meritorious,8522
40852,Zhihui Wu,C,Honorable Mention,8522
40853,Ping Lu,D,Successful Participant,409
40854,An Qinli,B,Honorable Mention,8551
40855,Yingzhao Liu,A,Successful Participant,8606
40856,An Qinli,A,Honorable Mention,8551
40857,Yanzhong Zhao,B,Successful Participant,1297
40858,Lili Yuan,D,Honorable Mention,8522
40859,Lili Yuan,A,Successful Participant,8522
40860,James Allen Morrow,B,Meritorious,6504
40861,Yuan Xiujiu,B,Honorable Mention,8551
40862,Yuan Xiujiu,B,Successful Participant,8551
40863,Ma Yuena,A,Successful Participant,8551
40864,Ma Yuena,A,Honorable Mention,8551
40865,Liu Jia,A,Successful Participant,8551
40866,Liu Jia,A,Successful Participant,8551
40867,Liu Rong,D,Honorable Mention,8551
40868,Liu Rong,A,Successful Participant,8551
40869,Yi Cai,C,Honorable Mention,1336
40870,feng wei,B,Meritorious,31
40872,Xiaoming Fan,B,Successful Participant,621
40873,Zhenbo Wang,D,Successful Participant,1424
40874,Weimin Wu,A,Meritorious,232
40875,Yuan Ye,A,Honorable Mention,8551
40876,Yang Hai Huang,A,Honorable Mention,182
40877,Xu Zhiming,C,Honorable Mention,8551
40879,Zhou Yongjun,A,Honorable Mention,8551
40880,Zhou Yongjun,A,Successful Participant,8551
40881,Kai Hu,A,Honorable Mention,4631
40882,Wang Jiafu,D,Honorable Mention,8551
40883,Kai Hu,A,Successful Participant,4631
40884,Feng Youqian,B,Successful Participant,8551
40885,LiuLing Li,B,Honorable Mention,7
40886,Feng Youqian,A,Honorable Mention,8551
40887,Lei Deng,A,Successful Participant,4631
40888,Ruikun Zhang,A,Meritorious,8637
40889,Jianjun Liu,A,Successful Participant,4631
40890,Deming Luo,A,Successful Participant,811
40891,Xuegao Zheng,C,Honorable Mention,4631
40892,Zhengduo Shan,A,Meritorious,8637
40893,Yanwen Yan,B,Honorable Mention,3043
40894,Xiaoming Fan,A,Honorable Mention,621
40896,Qianwei Zhang,A,Successful Participant,123
40897,Jianjun Yuan,D,Honorable Mention,4631
40898,Zunshui Cheng,A,Honorable Mention,8637
40899,yingzhe Wang,A,Successful Participant,182
40900,Bin Chen,C,Successful Participant,94
40901,Mei Lu,A,Successful Participant,1424
40902,Deyu Duan,A,Honorable Mention,8637
40903,Xiaoying He,A,Successful Participant,8651
40904,Xiaolong Jiang,D,Successful Participant,94
40905,ZHONGXU CHEN,A,Successful Participant,1271
40906,Jinpeng Yu,B,Meritorious,3344
40907,Yumeng Liu,B,Meritorious,8655
40908,Yufeng Wang,B,Honorable Mention,3043
40909,Zixiong Peng,B,Honorable Mention,621
40910,Jindong Huang,C,Successful Participant,2262
40911,xiaoyan Sun,D,Successful Participant,8659
40912,Yun Zhang,A,Honorable Mention,7
40913,Xiaojuan Cai,A,Successful Participant,1456
40914,Yuntao Jia,A,Honorable Mention,8662
40915,Qinghui Zhang,B,Meritorious,94
40916,Li Liu,A,Successful Participant,4
40917,Hailong Fan,D,Successful Participant,1725
40918,Xiaoming Fan,A,Honorable Mention,621
40919,Ning Ma,D,Honorable Mention,3043
40920,Chengyuan Yin,A,Successful Participant,6
40921,Binghui Guo,A,Successful Participant,31
